WKT,objetid,comuna,calle,nombre_de,responsabl,direccion,direcci_1,x,y,altura,barrios,sumi_elect,poblacion,grup_elect,suministr,mail_1,telefono_1
"POINT (-58.4698192433548 -34.5549944582445)",411.00000000000,COMUNA 13,CRAMER,MERITA,"Maria Teresa Soledad, Ramirez",CRAMER AV. 3216,3216 CRAMER AV.,"-58,4698192433548","-34,5549944582445",3216.00000000000,NUÑEZ,EDENOR,"43",SI,TODO EL ESTABLECIMIENTO INCLUIDO EL ASCENSOR,administracion@residenciamerita.com.ar margaritaterceraedad@gmail.com,4544-6660 / 4546-0200 / 43135525
"POINT (-58.4605926375105 -34.5708470215403)",412.00000000000,COMUNA 13,FREIRE,MARÍA REINA,Graciela Filomena Gomez,"FREIRE, RAMON, CAP. GRAL. 1673","1673 FREIRE, RAMON, CAP. GRAL.","-58,4605926375105","-34,5708470215403",1673.00000000000,BELGRANO,EDENOR,,,,"MARIAREINAGG@HOTMAIL.COM, celinagriboff@gmail.com",4551-4723 / 1561840114
"POINT (-58.4503657049666 -34.576308714345)",413.00000000000,COMUNA 13,FREIRE RAMON CAPITAN GRAL,RESIDENCIA PARA MAYORES SANTA CECILIA,MARIO CESAR CARASSALE,"FREIRE, RAMON, CAP. GRAL. 834","834 FREIRE, RAMON, CAP. GRAL.","-58,4503657049666","-34,576308714345",834.00000000000,COLEGIALES,EDENOR,,,CAMBIO DE REPRESENTANTE TECNICO,lucia.mansilla.20.63@gmail.com,4552-3768
"POINT (-58.4556963223374 -34.5783770067971)",414.00000000000,COMUNA 13,GREGORIA PEREZ,LOS ENEBROS,RIVOIRE CELIA ESTER,"PEREZ, GREGORIA 3460","3460 PEREZ, GREGORIA","-58,4556963223374","-34,5783770067971",3460.00000000000,COLEGIALES,EDENOR,,,,oscarpalmeiro@fibertel.com.ar,4551-8880
"POINT (-58.4611400947436 -34.5688751539784)",415.00000000000,COMUNA 13,LA PAMPA,LA PAMPA 3119 S.R.L,--,LA PAMPA 3119,3119 LA PAMPA,"-58,4611400947436","-34,5688751539784",3119.00000000000,BELGRANO,EDENOR,"20",NO,,gflavecchia@gmail.com,4551-1554
"POINT (-58.4659745202132 -34.5583885257762)",416.00000000000,COMUNA 13,MANUEL UGARTE,NUEVA VIDA,--,"UGARTE, MANUEL 2845","2845 UGARTE, MANUEL","-58,4659745202132","-34,5583885257762",2845.00000000000,BELGRANO,EDENOR,S/D,NO,,sonuevavida@gmail.com,4788-9657
"POINT (-58.4670568609636 -34.5589692000682)",417.00000000000,COMUNA 13,MANUEL UGARTE,INSTITUTO SAN ESTEBAN,Oscar Apkarian,"UGARTE, MANUEL 2954","2954 UGARTE, MANUEL","-58,4670568609636","-34,5589692000682",2954.00000000000,BELGRANO,EDENOR,,,,institutosanesteban@fibertel.com.ar,4543-4740 / 4477
"POINT (-58.4566268566899 -34.5555965037212)",419.00000000000,COMUNA 13,O'HIGGINS,MATER DOMINI,Dra. Celina Griboff,O'HIGGINS 2555,2555 O'HIGGINS,"-58,4566268566899","-34,5555965037212",2555.00000000000,BELGRANO,EDENOR,,,,margaritaterceraedad@gmail.com,47061290 / 4786-4616
"POINT (-58.460708533057 -34.5672679898805)",421.00000000000,COMUNA 13,SUCRE,GERIÁTRICO MODELO DEL PALMAR,,"SUCRE, ANTONIO JOSE DE, MCAL. 3001","3001 SUCRE, ANTONIO JOSE DE, MCAL.","-58,460708533057","-34,5672679898805",3001.00000000000,BELGRANO,EDENOR,S/D,NO,,gdelpalmar@gmail.com,4784-1950
"POINT (-58.4462777756844 -34.5704477928206)",422.00000000000,COMUNA 13,TEODORO GARCIA 2458,SAN ROMÁN,CARLA OTERO,"GARCIA, TEODORO 2458","2458 GARCIA, TEODORO","-58,4462777756844","-34,5704477928206",0.00000000000,,,,,,sanroman.info@gmail.com,4771-3346 / 46314586
"POINT (-58.4639612488065 -34.5600042167863)",425.00000000000,COMUNA 13,VIDAL,HOGAR MODELO VIDAL,,VIDAL 2560,2560 VIDAL,"-58,4639612488065","-34,5600042167863",2560.00000000000,BELGRANO,EDENOR,,,,mariogore@gmail.com,4545-5175
"POINT (-58.4652131595285 -34.5585517602071)",426.00000000000,COMUNA 13,VIDAL,RESIDENCIA DEL SOL S.R.L,,VIDAL 2750,2750 VIDAL,"-58,4652131595285","-34,5585517602071",2750.00000000000,BELGRANO,EDENOR,S/D,NO,,residenciadelsol@hotmail.com,4543-1667 / 32208474
"POINT (-58.4715902497651 -34.551356080272)",427.00000000000,COMUNA 13,VIDAL,CENTRO GERIATRICO BELGRANO,,VIDAL 3568,3568 VIDAL,"-58,4715902497651","-34,551356080272",3568.00000000000,NUÑEZ,EDENOR,,,,centrogeriatricobelgrano@gmail.com,4703-1249 / 1153086671
"POINT (-58.454854897253 -34.5721302591897)",429.00000000000,COMUNA 13,VIRREY ARREDONDO,VIDA DIGNA,,"ARREDONDO, VIRREY 2960","2960 ARREDONDO, VIRREY","-58,454854897253","-34,5721302591897",2960.00000000000,COLEGIALES,EDENOR,S/D,NO,,vidadignasa@hotmail.com sueldosferreira@yahoo.com.ar,4554-2235 / 4555-0343 / 47880774
"POINT (-58.4660236991948 -34.573327956413)",430.00000000000,COMUNA 13,VIRREY DEL PINO,RESIDENCIA NUEVO ESTILO,,"PINO, VIRREY DEL 3599","3599 PINO, VIRREY DEL","-58,4660236991948","-34,573327956413",3599.00000000000,BELGRANO,EDENOR,S/D,NO,,nuevoestilomayores@gmail.com,4552-8381
"POINT (-58.4518348535099 -34.5698177847506)",431.00000000000,COMUNA 13,VIRREY LORETO,DEL ROSARIO,,"LORETO, VIRREY 2656","2656 LORETO, VIRREY","-58,4518348535099","-34,5698177847506",2656.00000000000,COLEGIALES,EDENOR,,,,hsch.2205@gmail.com,4783-3710
"POINT (-58.4679461963227 -34.5713887500025)",432.00000000000,COMUNA 13,WASHINGTON,SAN JOSÉ,,WASHINGTON 1910,1910 WASHINGTON,"-58,4679461963227","-34,5713887500025",1910.00000000000,BELGRANO,EDENOR,"40",NO,,geriatricosanjose@gmail.com,45768563 /45553946
"POINT (-58.4721487688704 -34.5664461996444)",433.00000000000,COMUNA 13,WASHINGTON,EL HOGAR DEL SOL,,WASHINGTON 2470,2470 WASHINGTON,"-58,4721487688704","-34,5664461996444",2470.00000000000,BELGRANO,EDENOR,S/D,NO,,"elhogardelsolbelgrano@gmail.com, celinagriboff@gmail.com",4542-7986
"POINT (-58.4450171459376 -34.5650430749415)",434.00000000000,COMUNA 13,ZABALA,RESIDENCIA MODELO ZABALA,,ZABALA 1945,1945 ZABALA,"-58,4450171459376","-34,5650430749415",1945.00000000000,BELGRANO,EDENOR,,,,martinlatorrermz@yahoo.com.ar,4784-8185
"POINT (-58.4663160892044 -34.5493973581339)",436.00000000000,COMUNA 13,VUELTA DE OBLIGADO,RESIDENCIA GERIATRICA SANTA MONICA,,VUELTA DE OBLIGADO 3473,3473 VUELTA DE OBLIGADO,"-58,4663160892044","-34,5493973581339",3473.00000000000,,,,,,monica_camerano@yahoo.com.ar,4701-5607 / 1155646862
"POINT (-58.4274371377795 -34.5895312967682)",438.00000000000,COMUNA 14,ARMENIA,CUMELEN RESIDENCIA PARA ADULTOS MAYORES,--,ARMENIA 1675,1675 ARMENIA,"-58,4274371377795","-34,5895312967682",1675.00000000000,PALERMO,EDENOR,,,,manti24@hotmail.com,4832- 0203/ 45668 / 1540330472
"POINT (-58.4395149347589 -34.57278484054)",439.00000000000,COMUNA 14,CABILDO,HOGAR CONSTANZA,--,CABILDO AV. 288,288 CABILDO AV.,"-58,4395149347589","-34,57278484054",288.00000000000,PALERMO,EDENOR,S/D,SI,"ASCENSORES, LUCES, BOMBAS Y HELADERA",azambrano@hogarconstanza.com.ar,4774-4254 / 4778-1839
"POINT (-58.442086767305 -34.5740150333047)",440.00000000000,COMUNA 14,CIUDAD DE LA PAZ 368,LA ARBOLEDA,CARLA OTERO,CIUDAD DE LA PAZ 368,368 CIUDAD DE LA PAZ,"-58,442086767305","-34,5740150333047",0.00000000000,,,,,,residenciaarboleda.info@gmail.com,4553-9101
"POINT (-58.4420549635217 -34.5670477278049)",441.00000000000,COMUNA 14,FEDERICO LACROZE,SER VITAL,--,"LACROZE, FEDERICO AV. 2074","2074 LACROZE, FEDERICO AV.","-58,4420549635217","-34,5670477278049",2074.00000000000,PALERMO,EDENOR,S/D,NO,,arias_loana@hotmail.com,4772-7630 / 4779-9539 / 1536837407
"POINT (-58.442643527696 -34.5676513659754)",442.00000000000,COMUNA 14,FEDERICO LACROZE,CENTRO DE GERIÁTRIA BELGRANO S.R.L,ZAVATTO LEANDRO,"LACROZE, FEDERICO AV. 2154","2154 LACROZE, FEDERICO AV.","-58,442643527696","-34,5676513659754",2154.00000000000,PALERMO,EDENOR,"40",NO,,leandroazavatto@hotmail.com,4774-4352 / 4774 2140
"POINT (-58.4193780761387 -34.5954385132432)",443.00000000000,COMUNA 14,GORRITI,INSTITUTO GORRITI,"CARLOS ALBERTO, PEREZ",GORRITI 3868,3868 GORRITI,"-58,4193780761387","-34,5954385132432",3868.00000000000,PALERMO,EDENOR,S/D,NO,,"info@institutogorriti.com.ar, institutogorriti@gmail.com",4862-1720 / 1167668600
"POINT (-58.4205554687745 -34.5827616143717)",444.00000000000,COMUNA 14,GURRUCHAGA,ALTOS DEL BOTÁNICO RESIDENCIA GERIÁTRICA,BLAS JOSE RIMMOUNDO,GURRUCHAGA 2458,2458 GURRUCHAGA,"-58,4205554687745","-34,5827616143717",2458.00000000000,PALERMO,EDENOR,S/D,NO,,altosdelbotanico2462@gmail.com,4831-4423 / 4831-4183 / 115180-1354
"POINT (-58.4310837335387 -34.5749594705935)",446.00000000000,COMUNA 14,LUIS MARIA CAMPOS,CASAZUL,BUGALLO JOSE OSVALDO,"CAMPOS, LUIS M. AV. 180","180 CAMPOS, LUIS M. AV.","-58,4310837335387","-34,5749594705935",180.00000000000,PALERMO,EDENOR,S/D,NO,,residenciacasazul@hotmail.com,"47712466"
"POINT (-58.4337646901526 -34.5906181929028)",447.00000000000,COMUNA 14,NICETO VEGA,CASA DE DESCANSO OBODOURIAN ODIARBEKIRIAN,"DIEHL,S.I.","VEGA, NICETO, CNEL. 5036","5036 VEGA, NICETO, CNEL.","-58,4337646901526","-34,5906181929028",5036.00000000000,PALERMO,EDENOR,,,,casadedescanso50@gmail.com,4774-9785 / 4775-8362
"POINT (-58.4324518782038 -34.5901999180754)",448.00000000000,COMUNA 14,SERRANO,SERRANÍA RESIDENCIA PARA MAYORES,,SERRANO 1378,1378 SERRANO,"-58,4324518782038","-34,5901999180754",1378.00000000000,PALERMO,EDENOR,S/D,NO,,arias_loana@hotmail.com,4775-0027/ 0085 / 1568702093
"POINT (-58.4139071947927 -34.5828132270407)",449.00000000000,COMUNA 14,UGARTECHE,RESIDENCIA UGARTECHE,,UGARTECHE 2815,2815 UGARTECHE,"-58,4139071947927","-34,5828132270407",2815.00000000000,PALERMO,EDENOR,S/D,NO,,residenciaugarteche@hotmail.com,4804-7380
"POINT (-58.4697475717987 -34.6000375680523)",451.00000000000,comuna 15,12 DE octubre 1665,RESIDENCIA PARA MAYORES 12 DE OCTUBRE,JORGE SZEFNER,12 DE OCTUBRE 1665,1665 12 DE OCTUBRE,"-58,4697475717987","-34,6000375680523",0.00000000000,,,,,,solmarino@fibertel.com.ar,4581-6034 / 1138058374
"POINT (-58.4345868679438 -34.5942074523119)",452.00000000000,COMUNA 15,ACEVEDO,EL HOGAR DE MI BOBE,--,ACEVEDO 950,950 ACEVEDO,"-58,4345868679438","-34,5942074523119",950.00000000000,VILLA CRESPO,EDESUR,"22",NO,,residenciacevedo@gmail.com,4772-5204
"POINT (-58.4479718486406 -34.5816569343019)",453.00000000000,COMUNA 15,ALVAREZ THOMAS,INSTITUTO GERIÁTRICO NUESTRA SEÑORA DE LAS NIEVES,"FERNANDO EMILIO, TARAGANO",ALVAREZ THOMAS AV. 268,268 ALVAREZ THOMAS AV.,"-58,4479718486406","-34,5816569343019",268.00000000000,CHACARITA,EDENOR,,,,"robertodanielgarcia@yahoo.com.ar, fernando@taragano.net",4552-2458
"POINT (-58.4817770686085 -34.5818996132959)",454.00000000000,COMUNA 15,ATENAS,HOGAR MI CASITA,Gustavo Nicolás Díaz,ATENAS 2830,2830 ATENAS,"-58,4817770686085","-34,5818996132959",2830.00000000000,PARQUE CHAS,EDENOR,,,,hogarmicasita3772@gmail.com micasita499@gmail.com,4523-1884
"POINT (-58.4775991118216 -34.5861889185071)",455.00000000000,COMUNA 15,BAUNESS,RESIDENCIA URQUIZA S.R.L.,Dr. Jorge Enrique Szefner,BAUNESS 1265,1265 BAUNESS,"-58,4775991118216","-34,5861889185071",1265.00000000000,PARQUE CHAS,EDENOR,S/D,NO,,residenciaurquizasrl@gmail.com,4522-0244 / 4523-6523
"POINT (-58.479003272069 -34.5793048761596)",456.00000000000,COMUNA 15,BENJAMIN VICTORICA,NUEVO HOGAR,"ELBA MARIA, LIBONATI","VICTORICA, BENJAMIN, GENERAL, AV. 2330","2330 VICTORICA, BENJAMIN, GENERAL, AV.","-58,479003272069","-34,5793048761596",2330.00000000000,PARQUE CHAS,EDENOR,"23",NO,,infonuevohogar1@gmail.com,4521-8304
"POINT (-58.4434932571556 -34.5974169455058)",457.00000000000,COMUNA 15,CAMARGO,HOGAR CAMARGO,"GUILLERMO CESAR, NUÑEZ",CAMARGO 880,880 CAMARGO,"-58,4434932571556","-34,5974169455058",880.00000000000,VILLA CRESPO,EDESUR,,,EL PROFESIONAL VA A ENVIAR LA INFORMACION,sueldosferreira@yahoo.com.ar geriatricocamargo@gmail.com,4856-3640 / 47880774
"POINT (-58.4703706883457 -34.580486101676)",458.00000000000,COMUNA 15,CHARLONE,DESPERTARES,Verónica María Del Valle Marín,CHARLONE 2063,2063 CHARLONE,"-58,4703706883457","-34,580486101676",2063.00000000000,VILLA ORTUZAR,EDENOR,,,,Vero_1983_marin@hotmail.com,4552-9475/ 7485 / 1134276728
"POINT (-58.4713944432527 -34.5771532721553)",461.00000000000,COMUNA 15,DONADO,RESIDENCIA PARA MAYORES OTRO ESTILO,--,DONADO 1660,1660 DONADO,"-58,4713944432527","-34,5771532721553",1660.00000000000,VILLA ORTUZAR,EDENOR,S/D,NO,,otroestilomayores@gmail.com,4554-1776 / 4554-2519
"POINT (-58.4602623107888 -34.602537964712)",462.00000000000,COMUNA 15,ESPINOSA,RESIDENCIA GERIÁTRICA MISS DAISY,--,ESPINOSA 2047,2047 ESPINOSA,"-58,4602623107888","-34,602537964712",2047.00000000000,PATERNAL,EDESUR - EDENOR,,,,matias_rios@hotmail.com,4581-6801
"POINT (-58.4774247067318 -34.5816126683255)",465.00000000000,COMUNA 15,GANDARA,KFAR SABIN,--,GANDARA 2465,2465 GANDARA,"-58,4774247067318","-34,5816126683255",2465.00000000000,PARQUE CHAS,EDENOR,,,,,4523-8648 o 7900 / 15-5174-7736
"POINT (-58.4477568891799 -34.6047723331557)",468.00000000000,COMUNA 15,HONORIO PUEYRREDON,LA POSADA,Alejandro Barcala,"PUEYRREDON, HONORIO, DR. AV. 1388","1388 PUEYRREDON, HONORIO, DR. AV.","-58,4477568891799","-34,6047723331557",1388.00000000000,VILLA CRESPO,EDESUR,"19",NO,,doctorbarcala@gmail.com,4581-9949
"POINT (-58.4437398840275 -34.5879204572401)",470.00000000000,COMUNA 15,LOYOLA,HOGAR LOYOLA,"NELIDA HILDA, MUÑOZ",LOYOLA 1545,1545 LOYOLA,"-58,4437398840275","-34,5879204572401",1545.00000000000,CHACARITA,EDENOR,,,,estudiosandel@yahoo.com.ar,4854-1633 / 43755167
"POINT (-58.4378790990624 -34.5971188881699)",473.00000000000,COMUNA 15,RAMIREZ DE VELAZCO JUAN,HOGAR DE LOS ABUELOS,,"RAMIREZ DE VELASCO, JUAN 646","646 RAMIREZ DE VELASCO, JUAN","-58,4378790990624","-34,5971188881699",646.00000000000,VILLA CRESPO,EDESUR,,,,josemelero05@hotmail.com info@geriatricoplaza.com,4552-8584 155506-2484 fax 4555-3836 / 1531596103
"POINT (-58.4482440539686 -34.5847207312809)",474.00000000000,COMUNA 15,SANTOS DUMONT,NUESTRO HOGAR,,"DUMONT, SANTOS 3640","3640 DUMONT, SANTOS","-58,4482440539686","-34,5847207312809",3640.00000000000,CHACARITA,EDENOR,,,,monica_camerano@yahoo.com.ar,4856-9893 / 46314586
"POINT (-58.4407787131302 -34.5952868718681)",475.00000000000,COMUNA 15,SERRANO,LA SERRANA,,SERRANO 627,627 SERRANO,"-58,4407787131302","-34,5952868718681",627.00000000000,VILLA CRESPO,EDESUR,,,,sanboronat@hotmail.com,4553-6727
"POINT (-58.3889895668822 -34.6239170734609)",67.00000000000,COMUNA 01,COCHABAMBA 1641/43 PB. PA. Y AZOTEA,RESIDENCIA COCHABAMBA,EDUARDO SANTIAGO GROSSO,COCHABAMBA 1641,1641 COCHABAMBA,"-58,3889895668822","-34,6239170734609",0.00000000000,,,,,,cony.grosso@gmail.com,4306-1230 / 1162633996
"POINT (-58.3890937336712 -34.6239269665554)",68.00000000000,COMUNA 01,COCHABAMBA 1649/7 PB. U.F.2,RESIDENCIA COCHABAMBA,EDUARDO SANTIAGO GROSSO,COCHABAMBA 1649,1649 COCHABAMBA,"-58,3890937336712","-34,6239269665554",0.00000000000,,,,,,cony.grosso@gmail.com,5350-9688 / 1162633996
"POINT (-58.3863389248896 -34.6187142673073)",70.00000000000,COMUNA 01,ESTADOS UNIDOS N° 1431,SAN AGUSTÍN,Dra.María Cristina Devita,ESTADOS UNIDOS 1431,1431 ESTADOS UNIDOS,"-58,3863389248896","-34,6187142673073",0.00000000000,,,,,,rinconcitodeluz2018@outlook.com,4381-2634 / 15-50239192 / 46314227 / 46314227
"POINT (-58.3794151477878 -34.620909327385)",71.00000000000,COMUNA 01,HUMBERTO PRIMO 953/57,INSTITUTO GERIATRICO 9 DE JULIO,"MARIANA ALEJANDRA, TRONCONE",HUMBERTO 1° 953,953 HUMBERTO 1°,"-58,3794151477878","-34,620909327385",0.00000000000,,,,,,instituto09dejulio@gmail.com,4300-1529 / 4300-1503
"POINT (-58.4102710977759 -34.5974552625095)",78.00000000000,COMUNA 02,"AGÜERO 1056/58 PB PISOS 1° Y 2°, SOTANO",INSTITUTO GERIÁTRCO SANTA MARÍA DEL BUEN AYRE,Lidia Herbin,AGUERO 1056,1056 AGUERO,"-58,4102710977759","-34,5974552625095",0.00000000000,,,,,,estudio-lobato@hotmail.com,4961-6616
"POINT (-58.4016243151964 -34.5978479111931)",87.00000000000,COMUNA 02,PARAGUAY 2367 PI. 1º AL 4º,FRONESIS,,PARAGUAY 2367,2367 PARAGUAY,"-58,4016243151964","-34,5978479111931",0.00000000000,,,,,,igri_11@yahoo.com.ar,4964-5192 / 4823-9999/7042
"POINT (-58.4032897980044 -34.6225716220134)",105.00000000000,COMUNA 03,HUMBERTO PRIMO 2745 PB PA PI. 1º,EL CALDEN,STELLA MARIS PUGLIESE,HUMBERTO 1° 2745,2745 HUMBERTO 1°,"-58,4032897980044","-34,6225716220134",0.00000000000,,,,,,carina@estudioroldan.com,4931-0353 / 1563512729
"POINT (-58.4127891585647 -34.61600558318)",109.00000000000,COMUNA 03,"SANCHEZ DE LORIA 548/552 PB. SOT. P. 1Y2 EP. 1,2,3",GERIÁTRICO MODELO SANCHEZ DE LORIA,,SANCHEZ DE LORIA 548,548 SANCHEZ DE LORIA,"-58,4127891585647","-34,61600558318",0.00000000000,,,,,,gonzalomancini@yahoo.com.ar,4863-7933 / 1162575413
"POINT (-58.4190825837126 -34.6516962355611)",115.00000000000,COMUNA 04,ESQUIU 1122 PB. AZOTEA U.F.1,RINCÓN DEL SOL,Elba Diana Casaca,ESQUIU 1122,1122 ESQUIU,"-58,4190825837126","-34,6516962355611",0.00000000000,,,,,,elbidiana@hotmail.com,4918-6144 / 1544042329
"POINT (-58.4181081770441 -34.6508359489694)",117.00000000000,COMUNA 04,FOURNIER 3014 PB. PA. TERRAZA,NUEVA POMPEYA,"BEATRIZ, RIVERA OTERO",FOURNIER 3014,3014 FOURNIER,"-58,4181081770441","-34,6508359489694",0.00000000000,,,,,,monica_camerano@yahoo.com.ar,4307-8284 / 1537503767
"POINT (-58.4248080898759 -34.6455301245592)",120.00000000000,COMUNA 04,LAS PALMAS N° 2452 PB Y 1° PISO,HOGAR SANTA PAULA,Francisco Barbarito,LAS PALMAS 2452,2452 LAS PALMAS,"-58,4248080898759","-34,6455301245592",0.00000000000,,,,,,juliobor07@gmail.com,4301-8422 / 4825-2899 / 1551088998
"POINT (-58.4270252792841 -34.6149538061853)",138.00000000000,COMUNA 05,HIPOLITO YRIGOYEN AV. 4272/74 PB. EP. PI. 1º 2º,HOGAR NADIR,Marcela Inés Saracho,"YRIGOYEN, HIPOLITO AV. 4272","4272 YRIGOYEN, HIPOLITO AV.","-58,4270252792841","-34,6149538061853",0.00000000000,,,,,,mariadelcarmen_falla@hotmail.com,4981-4782
"POINT (-58.4254006907385 -34.6009951480313)",147.00000000000,COMUNA 05,PALESTINA (EX RAWSON),LA POSADA,,ESTADO DE PALESTINA 838,838 ESTADO DE PALESTINA,"-58,4254006907385","-34,6009951480313",838.00000000000,ALMAGRO,EDESUR,"19",NO,,monica_camerano@yahoo.com.ar,4862-5753
"POINT (-58.42787118538 -34.6115000946759)",149.00000000000,COMUNA 05,"QUERANDÍES 4340 Y LIBRES 190 PB, PI 1º Y 2º",CENTRO GERIÁTRICO VILLA SOL,,LIBRES 190,190 LIBRES,"-58,42787118538","-34,6115000946759",0.00000000000,,,,,,geriatricosdonbosco@gmail.com,4983-7245
"POINT (-58.4376995251774 -34.614979753809)",159.00000000000,COMUNA 06,ACOYTE AV. 272/74 PB PI 1° EP.1,RESIDENCIA ACOYTE,María Rosa Ramirez Zapata,ACOYTE AV. 272,272 ACOYTE AV.,"-58,4376995251774","-34,614979753809",0.00000000000,,,,,,residenciadulcehogar1009@gmail.com,4922-3812
"POINT (-58.4313247256982 -34.6113538380489)",160.00000000000,COMUNA 06,AVELLANEDA 74/76,LA MANSIÓN,--,AVELLANEDA 74,74 AVELLANEDA,"-58,4313247256982","-34,6113538380489",0.00000000000,,,,,,mmartinez@speedy.com.ar,4902-3499 / 4812-5948 (verificar)
"POINT (-58.4362832510365 -34.6140754526276)",164.00000000000,COMUNA 06,BOGOTA 320 PB. PA. SOTANO.,LA SOLEDAD,--,BOGOTA 320,320 BOGOTA,"-58,4362832510365","-34,6140754526276",0.00000000000,,,,,,abaco_hlg@hotmail.com barbara.marcote@live.com.ar,4902-6802 / 156462-0637 / 1557729653
"POINT (-58.4423175020518 -34.6147348033624)",166.00000000000,COMUNA 06,COLPAYO N° 481/83 PB.,LA ESPERANZA,--,COLPAYO 481,481 COLPAYO,"-58,4423175020518","-34,6147348033624",0.00000000000,,,,,,rgcolpayo@hotmail.com,4902-7729
"POINT (-58.4356776773632 -34.6143008199431)",169.00000000000,COMUNA 06,ELEODORO LOBOS DR. 270 PB. PI ALTO TZA.,HOSTAL GERIATRICO LA LUISA S.A.,--,"LOBOS, ELEODORO, DR. 270","270 LOBOS, ELEODORO, DR.","-58,4356776773632","-34,6143008199431",0.00000000000,,,,,,adriana.weisman@gmail.com,4631-4488 / 1153758379
"POINT (-58.4434157344269 -34.6242934706605)",170.00000000000,COMUNA 06,EMILIO MITRE 223/25 PB. PA.,ESTABLECIMIENTO GERIATRICO NIVEL,Alvarez Fernandez Alan Daniel,"MITRE, EMILIO 223","223 MITRE, EMILIO","-58,4434157344269","-34,6242934706605",0.00000000000,,,,,,lizma1285@hotmail.com,4432-1894
"POINT (-58.4555911393648 -34.606281186358)",171.00000000000,COMUNA 06,ESPINOSA 1520 PB.,LA TRINIDAD,PABLO M.ROSSETTI,ESPINOSA 1520,1520 ESPINOSA,"-58,4555911393648","-34,606281186358",0.00000000000,,,,,,"pablo_rossetti@hotmail.com,geriatricotrinidad@gmail.com, barbara.marcote@live.com.ar",4581-0653 / 1537391010
"POINT (-58.4471090390615 -34.6239466956409)",188.00000000000,COMUNA 06,RAMON FALCON L. CNEL. 1315 PB. Pº AZOTEA,SANTA JULIA,,"FALCON, RAMON L.,CNEL. 1315","1315 FALCON, RAMON L.,CNEL.","-58,4471090390615","-34,6239466956409",0.00000000000,,,,,,hogarsantajulia@hotmail.com,4431-3821
"POINT (-58.4372060334054 -34.6201773957131)",189.00000000000,COMUNA 06,RIGLOS 133/5,RESIDENCIA GERIÁTRICA RIGLOS,,RIGLOS 133,133 RIGLOS,"-58,4372060334054","-34,6201773957131",0.00000000000,,,,,,info@geriatricoriglos.com.ar,4901-9840 / 4904-0184 / 1148555462
"POINT (-58.4296758343555 -34.6198963397187)",192.00000000000,COMUNA 06,SENILLOSA 324/28 PB. SS. PISOS 1- 2,LUZ DE VIDA,,SENILLOSA 324,324 SENILLOSA,"-58,4296758343555","-34,6198963397187",0.00000000000,,,,,,luzdevida324@yahoo.com.ar,4902-0378 / 49223140
"POINT (-58.4286647884315 -34.6249091705338)",193.00000000000,COMUNA 06,SENILLOSA 677 PB. PA.,DULCE HOGAR II,,SENILLOSA 677,677 SENILLOSA,"-58,4286647884315","-34,6249091705338",0.00000000000,,,,,,marielasilva30@gmail.com,4923-7569 / 1530098096
"POINT (-58.4714619733879 -34.6305405615457)",198.00000000000,COMUNA 07,"ARGERICH 46 PB, PA",HOGAR CASA GRANDE,"ADRIANA MABEL, FOUILLIAND",ARGERICH 46,46 ARGERICH,"-58,4714619733879","-34,6305405615457",0.00000000000,,,,,,46casagrande@gmail.com,4611-2621 / 2051-2857 (verificar)
"POINT (-58.4663720679509 -34.6271846635578)",201.00000000000,COMUNA 07,BACACAY 2585/87 PB. PA. EP 1º 2º,SAN JORGE,JORGE M. MUSZAT,BACACAY 2585,2585 BACACAY,"-58,4663720679509","-34,6271846635578",0.00000000000,,,,,,estudio3735@gmail.com,4611-1877 / 45018799
"POINT (-58.4439657809896 -34.6316599353799)",202.00000000000,COMUNA 07,BALDOMERO FERNANDEZ MORENO 1223 PB. PA.,GERIÁTRICO BALDOMERO,Cristina Elena Tkaczik,"FERNANDEZ MORENO, BALDOMERO 1223","1223 FERNANDEZ MORENO, BALDOMERO","-58,4439657809896","-34,6316599353799",0.00000000000,,,,,,baldomero1223@gmail.com,4432-6854
"POINT (-58.4648148205185 -34.642226804273)",203.00000000000,COMUNA 07,BALDOMERO FERNANDEZ MORENO 3214 PB. PA,SAN AGUSTÍN,Natalia Jimena Turturiello,"FERNANDEZ MORENO, BALDOMERO 3214","3214 FERNANDEZ MORENO, BALDOMERO","-58,4648148205185","-34,642226804273",0.00000000000,,,,,,nataliaturturiello@gmail.com,4612-2736 / 1164175257
"POINT (-58.4575145153051 -34.6254983062766)",209.00000000000,COMUNA 07,BOYACA AV. 112/114/116 PB 1° EP 1° PISO Y 2° EP,SÓLO QUIERO VERTE REÍR,Dr. Julio Cesar Lorenzo,BOYACA AV. 112,112 BOYACA AV.,"-58,4575145153051","-34,6254983062766",0.00000000000,,,,,,geriatricosanagustin@hotmail.com,4632-9605 / 1566091914
"POINT (-58.4259540241234 -34.6406137102014)",211.00000000000,COMUNA 07,"COBO, AV. 683/85 PB. PA.",LA NONA,FERNANDEZ MARIANO LIONEL,COBO AV. 683,683 COBO AV.,"-58,4259540241234","-34,6406137102014",0.00000000000,,,,,,lyonelmf@yahoo.com.ar,2006-2285 /4926-0148 / 156863-7058
